title,author,published_at,url,categories,comment_count
Standards Part Two: Comparative Standards,Nicholas Gruen,2021-11-27 19:53:41,https://antosarho.github.io/clubtroppo/2021/11/27/standards-part-two-comarative-standards/index.html,Uncategorized,0
The Melbourne Suburban Rail Loop's fragile business case shows governments need an Evaluator-General,David Walker,2021-11-24 14:16:21,https://antosarho.github.io/clubtroppo/2021/11/24/the-melbourne-suburban-rail-loops-fragile-business-case-shows-governments-need-an-evaluator-general/index.html,Uncategorized; Economics and public policy,4
Standards Part One (and now Parts Two and Three): Standards as windows on an alternative universe,Nicholas Gruen,2021-11-22 18:49:50,https://antosarho.github.io/clubtroppo/2021/11/22/standards-as-windows-on-an-alternative-universe-parts-1-2-3/index.html,IT and Internet; Economics and public policy; Information; Intellectual Property,7
Academia: when there's no 'there' there,Nicholas Gruen,2021-11-18 09:57:08,https://antosarho.github.io/clubtroppo/2021/11/18/academia-when-theres-no-there-there/index.html,Philosophy; Education; Methodology,2
You heard it first on Troppo folks: Up from the archives,Nicholas Gruen,2021-11-04 17:52:06,https://antosarho.github.io/clubtroppo/2021/11/04/you-heard-it-first-on-troppo-folks-up-from-the-archives/index.html,History; Law,2
Needing the eggs: The podcast,Nicholas Gruen,2021-11-03 20:01:12,https://antosarho.github.io/clubtroppo/2021/11/03/needing-the-eggs-the-podcast/index.html,History; Economics and public policy; Democracy; Indigenous; Sortition and citizens’ juries,0
Practical steps towards Ivan Illich’s world,Nicholas Gruen,2021-11-02 13:16:59,https://antosarho.github.io/clubtroppo/2021/11/02/practical-steps-towards-ivan-illichs-world/index.html,Philosophy; History; Education; Economics and public policy; Health; Political theory; Innovation; Ethics; Cultural Critique; Democracy; Sortition and citizens’ juries,6
Needing The Eggs: 70 Years Of Going Through The Motions,Nicholas Gruen,2021-10-21 00:37:17,https://antosarho.github.io/clubtroppo/2021/10/21/needing-the-eggs-70-years-of-going-through-the-motions/index.html,History; Humour; Economics and public policy; Cultural Critique; Indigenous; Sortition and citizens’ juries; Isegoria,4
Club Troppo Is On The (Hiccoughing) Move,Antonios Sarhanis,2021-10-18 10:29:02,https://antosarho.github.io/clubtroppo/2021/10/18/club-troppo-is-on-the-hiccoughing-move/index.html,Uncategorised,4
Science and the universe of is: Design and the multiverse of what might be,Nicholas Gruen,2021-10-16 23:51:15,https://antosarho.github.io/clubtroppo/2021/10/16/science-is-about-the-universe-that-is-design-is-about-the-multiverse-that-might-be/index.html,Philosophy; Society; Economics and public policy; Science; Cultural Critique; Social Policy,3
David Card won the 2021 Economics Nobel. Why should we fear minimum wage hikes?,David Walker,2021-10-14 18:02:25,https://antosarho.github.io/clubtroppo/2021/10/14/a-nobel-prize-leaves-the-minimum-wage-question-open/index.html,Economics and public policy; Social Policy; Employment,8
"Congrats to Card, Angrist, and Imbens!",Paul Frijters,2021-10-12 01:40:45,https://antosarho.github.io/clubtroppo/2021/10/12/congrats-to-card-angrist-and-imbens/index.html,Science,2
"Michael Polanyi, Karl Popper and the philosophy of science (with an eye to blockchain)",Nicholas Gruen,2021-10-09 17:00:10,https://antosarho.github.io/clubtroppo/2021/10/09/michael-polanyi-karl-popper-and-the-philosophy-of-science-with-an-eye-to-blockchain/index.html,Uncategorized,5
A letter to Scandinavia,Paul Frijters,2021-10-04 20:34:29,https://antosarho.github.io/clubtroppo/2021/10/04/a-letter-to-scandinavia/index.html,Uncategorized,42
"Gladys' ""unerring, Dunning-Kruger infused, self-belief and self-regard""",Nicholas Gruen,2021-10-02 16:28:21,https://antosarho.github.io/clubtroppo/2021/10/02/gladys-unerring-dunning-kruger-infused-self-belief-and-self-regard/index.html,Politics - national; Political theory; Cultural Critique,10
Weapons: A guest post by John Burnheim,Nicholas Gruen,2021-09-23 00:36:47,https://antosarho.github.io/clubtroppo/2021/09/23/weapons-a-guest-post-by-john-burnheim/index.html,Politics - international,6
Where are the Chinese reforms going?,Paul Frijters,2021-09-21 17:17:34,https://antosarho.github.io/clubtroppo/2021/09/21/where-are-the-chinese-reforms-going/index.html,Politics - international; Society; Cultural Critique; Social Policy,12
Detox democracy through representation by random selection: Reprint,Nicholas Gruen,2021-09-15 16:27:12,https://antosarho.github.io/clubtroppo/2021/09/15/detox-democracy-through-representation-by-random-selection-reprint/index.html,Democracy; Sortition and citizens’ juries,11
The COVID-Induced Experiment on Interest Rates and House Prices: Is Cameron Murray As Right As You Can Be?,Antonios Sarhanis,2021-09-13 14:47:20,https://antosarho.github.io/clubtroppo/2021/09/13/the-covid-induced-experiment-on-interest-rates-and-house-prices-is-cameron-murray-as-right-as-you-can-be/index.html,Economics and public policy; bubble,15
Fatalism and counterfactuals in times of lockdowns,Paul Frijters,2021-09-11 08:36:10,https://antosarho.github.io/clubtroppo/2021/09/11/fatalism-and-counterfactuals-in-times-of-lockdowns/index.html,Life; Philosophy; Dance; Cultural Critique; Death and taxes; Coronavirus crisis,16
"On Faust, Lord of the Rings, and lockdowns",Paul Frijters,2021-09-08 20:40:43,https://antosarho.github.io/clubtroppo/2021/09/08/on-faust-lord-of-the-rings-and-lockdowns/index.html,Life; Philosophy; History; Health; Dance; Social; Death and taxes; Coronavirus crisis,4
The Great Covid Panic: now out!,Paul Frijters,2021-09-03 02:59:19,https://antosarho.github.io/clubtroppo/2021/09/03/the-great-covid-panic-now-out/index.html,Politics - national; Politics - international; Life; Philosophy; Print media; History; Humour; Education; Literature; Society; Religion; Theatre; IT and Internet; Economics and public policy; Terror; Science; Journalism; Media; Libertarian Musings; Health; Political theory; Law; Dance; Review; Bargains; Travel; WOW! - Amazing; Social; Parenting; Ethics; Medical; Public and Private Goods; Death and taxes; Inequality; Social Policy; Democracy; Employment; Sortition and citizens’ juries; Isegoria; Coronavirus crisis,7
Two summary pieces of HART and SWPR on masks,Paul Frijters,2021-08-31 18:01:10,https://antosarho.github.io/clubtroppo/2021/08/31/two-summary-pieces-of-hart-and-swpr-on-masks/index.html,IT and Internet; Science; Health; Death and taxes; Coronavirus crisis,41
Midnight's Library,Nicholas Gruen,2021-08-25 00:19:55,https://antosarho.github.io/clubtroppo/2021/08/25/midnights-library/index.html,Philosophy; Humour,2
On censorship in Australia and elsewhere,Paul Frijters,2021-08-24 18:28:22,https://antosarho.github.io/clubtroppo/2021/08/24/on-censorship-in-australia-and-elsewhere/index.html,Politics - national; Politics - international; Print media; Society; Films and TV; IT and Internet; Journalism; Media; Cultural Critique; Democracy; Coronavirus crisis,12
Lockdowns and liberty,Nicholas Gruen,2021-08-22 20:01:30,https://antosarho.github.io/clubtroppo/2021/08/22/lockdowns-and-liberty/index.html,Politics - national; Philosophy; Political theory; Cultural Critique; Democracy; Coronavirus crisis,23
Introducing! The podcast reader,Nicholas Gruen,2021-08-21 01:29:04,https://antosarho.github.io/clubtroppo/2021/08/21/the-podcast-reader/index.html,Media; Innovation,3
Guest post from John Burnheim,Nicholas Gruen,2021-08-18 01:29:05,https://antosarho.github.io/clubtroppo/2021/08/18/guest-post-from-john-burnheim/index.html,Philosophy; Religion,0
Sex and war in Afghanistan,Paul Frijters,2021-08-17 00:21:57,https://antosarho.github.io/clubtroppo/2021/08/17/sex-and-war-in-afghanistan/index.html,Politics - international; Life; Religion; Terror; Immigration and refugees; Death and taxes,2
The strange origins of Melbourne's $100bn Suburban Rail Loop,David Walker,2021-08-15 14:31:41,https://antosarho.github.io/clubtroppo/2021/08/15/the-strange-origins-of-melbournes-suburban-rail-loop/index.html,Economics and public policy,20
Time to Dissent,Chris Lloyd,2021-08-08 17:02:10,https://antosarho.github.io/clubtroppo/2021/08/08/time-to-dissent/index.html,Uncategorized,55
Truth and love must overcome lies and hatred: The contemporary relevance of John Macmurray,Nicholas Gruen,2021-08-02 18:09:15,https://antosarho.github.io/clubtroppo/2021/08/02/truth-and-love-must-overcome-lies-and-hatred-the-contemporary-relevance-of-john-macmurray/index.html,Philosophy; Economics and public policy; Innovation; Public and Private Goods; Social Policy; Democracy,3
Do lockdowns work in Europe?,Paul Frijters,2021-07-28 23:26:44,https://antosarho.github.io/clubtroppo/2021/07/28/do-lockdowns-work-in-europe/index.html,Science; regulation; Health; Dance; Social; Medical; Death and taxes; Coronavirus crisis,66
Our superannuation system,Nicholas Gruen,2021-07-28 22:45:32,https://antosarho.github.io/clubtroppo/2021/07/28/our-superannuation-system/index.html,Economics and public policy,10
Unseen trends and the society we are becoming.,Paul Frijters,2021-07-21 18:19:55,https://antosarho.github.io/clubtroppo/2021/07/21/unseen-trends-and-the-society-we-are-becoming/index.html,History; Humour; Education; Theatre; IT and Internet; Geeky Musings; Climate Change; Business; Immigration and refugees; bubble; Social; Bullshit; Employment,21
Aborigines and the National Game — by the late John Hirst,Nicholas Gruen,2021-07-21 17:02:02,https://antosarho.github.io/clubtroppo/2021/07/21/aborigines-and-the-national-game-by-the-late-john-hirst/index.html,History; Sport-general; Cultural Critique; Indigenous,0
What is managed care and can it help fix the Australian private health sector?,Luke Slawomirski,2021-07-15 15:04:23,https://antosarho.github.io/clubtroppo/2021/07/15/what-is-managed-care-and-can-it-help-fix-the-australian-private-health-sector/index.html,Uncategorized,1
Lockdowns and privilege,Paul Frijters,2021-07-07 03:33:10,https://antosarho.github.io/clubtroppo/2021/07/07/lockdowns-and-privilege/index.html,Humour; Employment; Coronavirus crisis,38
Pragmatic utilitarianism?,Paul Frijters,2021-06-30 23:31:05,https://antosarho.github.io/clubtroppo/2021/06/30/pragmatic-utilitarianism/index.html,Life; Philosophy; History; Humour; Society; Religion; Economics and public policy; Science; Geeky Musings; Dance; Social; Parenting; Ethics; Cultural Critique; Death and taxes; Personal; Social Policy; Democracy,13
Global Democracy: Guest post by John Burnham,Nicholas Gruen,2021-06-27 10:17:38,https://antosarho.github.io/clubtroppo/2021/06/27/global-democracy-guest-post-by-john-burnham/index.html,Democracy,4
Critical race theory,Nicholas Gruen,2021-06-26 10:15:37,https://antosarho.github.io/clubtroppo/2021/06/26/critical-race-theory/index.html,Economics and public policy; Gender; Ethics; Cultural Critique; Democracy,11
Citizen-jury appointments?,Paul Frijters,2021-06-24 00:51:02,https://antosarho.github.io/clubtroppo/2021/06/24/citizen-jury-appointments/index.html,Politics - national; History; Society; Theatre; Libertarian Musings; Political theory; Law; Business; Social; Cultural Critique; Democracy; Sortition and citizens’ juries,51
Public goods morphing through the ages: they need you!,Nicholas Gruen,2021-06-17 20:45:31,https://antosarho.github.io/clubtroppo/2021/06/17/public-goods-morphing-through-the-ages-they-need-you/index.html,Economics and public policy; Blegs,0
Book Launch of the Handbook for Wellbeing Policy-Making July 1st,Paul Frijters,2021-06-16 17:44:30,https://antosarho.github.io/clubtroppo/2021/06/16/book-launch-of-the-handbook-for-wellbeing-policy-making-july-1st/index.html,Politics - national; Politics - international; Life; Philosophy; History; Society; Theatre; Economics and public policy; Science; Health; Political theory; Social; Public and Private Goods; Death and taxes; Social Policy; Democracy,0
Confessions of a Traitor to the Cause: Some reflections looking back from John Burnheim,Nicholas Gruen,2021-06-16 13:36:59,https://antosarho.github.io/clubtroppo/2021/06/16/confessions-of-a-traitor-to-the-cause-some-reflections-looking-back-from-john-burnheim/index.html,Philosophy; Political theory; Democracy; Sortition and citizens’ juries,0
The greatest music of all time: from Nicholas Gruen (Cultural Icon),Nicholas Gruen,2021-06-15 15:32:52,https://antosarho.github.io/clubtroppo/2021/06/15/the-greatest-music-of-all-time-from-nicholas-gruen-cultural-icon/index.html,Music; Political theory; Democracy; Sortition and citizens’ juries,3
Fred Gruen: A centenary,Nicholas Gruen,2021-06-14 10:09:19,https://antosarho.github.io/clubtroppo/2021/06/14/fred-gruen-a-centenary-2/index.html,History,1
Scott Morrison's covid dilemma,Paul Frijters,2021-06-09 22:53:51,https://antosarho.github.io/clubtroppo/2021/06/09/scott-morrisons-covid-dilemma/index.html,Politics - national; Politics - international; Health; Dance; Death and taxes; Democracy; Coronavirus crisis,78
"To fix the financial system, nationalise money, not the banks: Guest post by Michael Haines",Nicholas Gruen,2021-06-06 17:25:22,https://antosarho.github.io/clubtroppo/2021/06/06/to-fix-the-financial-system-nationalise-money-not-the-banks-guest-post-by-michael-haines/index.html,Economics and public policy; Innovation,22
What has the pandemic told us about wellbeing?,Paul Frijters,2021-06-02 23:54:06,https://antosarho.github.io/clubtroppo/2021/06/02/what-has-the-pandemic-told-us-about-wellbeing/index.html,History; Society; Science; Social; Social Policy; Coronavirus crisis,14
Surveillance capitalism is helping the disadvantaged: who knew?,Nicholas Gruen,2021-05-31 14:51:52,https://antosarho.github.io/clubtroppo/2021/05/31/surveillance-capitalism-is-helping-the-disadvantaged-who-knew/index.html,Philosophy; Economics and public policy; Gender; Political theory; Cultural Critique,7
Zweig on doing good rather than grandstanding: a story,Nicholas Gruen,2021-05-30 00:08:39,https://antosarho.github.io/clubtroppo/2021/05/30/zweig-on-doing-good-rather-than-grandstanding-a-story/index.html,Uncategorized,0
Is the birthrate in Victoria dropping fast?,Paul Frijters,2021-05-26 21:18:34,https://antosarho.github.io/clubtroppo/2021/05/26/is-the-birthrate-in-victoria-dropping-fast/index.html,Society; Health; Social; Parenting; Death and taxes; Coronavirus crisis,14
All that's good about Jordan Peterson,Nicholas Gruen,2021-05-25 10:31:55,https://antosarho.github.io/clubtroppo/2021/05/25/all-thats-good-about-jordan-petersen/index.html,History; Ethics; Cultural Critique,50
